"","Soldnum","Price","Alcohol_Content","Reserve","COO","Variety","Body","Protected_indicator_of_origin","Rating","No_of_reviews"
"722","1","219","11","  ","加拿大(Canada) 奥塔里奥(Ontario)-尼亚加拉半岛(Niagara Peninsula)","赤霞珠","重","VQA","80","2"
"723","0","2100",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"724","0","4280",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"725","0","154",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","轻","法国优质酒庄","100","0"
"726","18","49",NA,"  ","美国(USA) 加州(California)","  ","中","美国优质酒庄","100","0"
"727","37","45",NA,"  ","美国(USA) 加州(California)","  ","中","美国优质酒庄","100","0"
"728","6","119",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","60","3"
"729","24","168",NA,"  ","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","100%美乐(Merlot)","中","IGP","100","0"
"730","2","168",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠、梅乐、小维多","中","上梅多克中级庄","100","0"
"731","0","799",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠、梅乐、小维多","中","上梅多克中级庄","90","2"
"732","0","185",NA,"  ","澳大利亚(Australia) 其他","赤霞珠(Cabernet Sauvignon)","重","  ","100","1"
"733","0","684","14","  ","西班牙(Spain) 加泰罗尼亚(Catalonia)","60%歌海娜(Grenache/Granacha),25%佳丽酿(Carignan),15%西拉/设拉子(Syrah/Shiraz)","重","优质原产地葡萄酒D.O","100","0"
"734","1","199","7","玻璃","中国","麝香(Muscat/Moscato)","中","VDLT","100","3"
"735","1","359","12.5","0000","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","黑歌海娜（Grenache noir）   黑皮诺(Pinot Noir)","中","VDF","100","0"
"736","0","1008","11.5","0000","法国(France) 西南产区(Sud-Ouest)","白玉霓/棠比内洛(Ugni Blanc/Trebbiano)鸽笼白(Colombard/Columber)","中低","VDF","100","0"
"737","0","599","0.13","  ","法国(France) 勃艮第(Burgundy)","100%黑皮诺","  ","一级园","100","0"
"738","0","195","0.125","  ","法国(France) 勃艮第(Burgundy)","100%黑皮诺","中","大区","100","0"
"739","0","450","0.13","  ","西班牙(Spain) 里奥哈(Rioja)","  ","  ","珍藏","100","0"
"740","0","269","0.145","  ","意大利(Italy) 皮埃蒙特(Piemonte)","100%内比奥罗","  ","DOC","100","0"
"741","0","519","0.14","  ","意大利(Italy) 皮埃蒙特(Piemonte)","35%内比奥罗、35%梅洛、30%赤霞珠","  ","DOC","100","0"
"742","0","189","0.12","  ","意大利(Italy) 威尼托(Veneto)","  ","  ","DOC","100","0"
"743","0","199","0.115","  ","德国(Germany) 莫塞(Mosel)","100%雷司令","  ","  ","100","0"
"744","0","359","0.115","  ","德国(Germany) 莫塞(Mosel)","100%雷司令","  ","  ","100","0"
"745","0","289","0.115","  ","德国(Germany) 莫塞(Mosel)","100%雷司令","  ","  ","100","0"
"746","0","39",NA,"  ","中国(China) 河北(He Bei)","  ","  ","  ","100","0"
"747",NA,NA,NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","五级庄副牌",NA,NA
"748","0","568",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","二级庄副牌","100","0"
"749","0","1088",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","二级庄副牌","100","0"
"750","16","138","5","  ","意大利(Italy) 皮埃蒙特(Piemonte)","莫斯卡托","中低","DOCG","100","16"
"751","0","1149",NA,"  ","澳大利亚(Australia) 其他","赤霞珠(Cabernet Sauvignon)","重","  ","100","2"
"752","0","278","13.5","  ","智利(Chile) 中央山谷(Central Valley)","  ","中","  ","100","1"
"753","12","58",NA,"  ","中国(China) 河北(He Bei)","  ","  ","  ","100","0"
"754","8","58",NA,"  ","中国(China) 河北(He Bei)","  ","  ","  ","100","0"
"755","0","29",NA,"  ","中国(China) 河北(He Bei)","  ","  ","  ","80","1"
"756","24","68",NA,"  ","中国(China) 山东(Shan Dong)","  ","  ","  ","100","0"
"757","12","39.9",NA,"  ","中国(China) 山东(Shan Dong)","  ","  ","  ","100","1"
"758","12","29.9",NA,"  ","中国(China) 山东(Shan Dong)","  ","  ","  ","80","1"
"759","2","36",NA,"  ","中国(China) 山东(Shan Dong)","  ","  ","  ","100","3"
"760","6","69","13.5","  ","澳大利亚(Australia) 其他","赤霞珠(Cabernet Sauvignon)","中高","  ","80","4"
"761","1","49","0.125","  ","智利(Chile) 中央山谷(Central Valley)","  ","中","  ","100","0"
"762","54","49","0.125","  ","智利(Chile) 中央山谷(Central Valley)","  ","中","  ","100","0"
"763","108","59","0.135","  ","澳大利亚(Australia) 其他","赤霞珠(Cabernet Sauvignon)","中高","  ","100","0"
"764","68","49","0.12","  ","西班牙(Spain) 其他","  ","中","  ","80","1"
"765","0","59","0.13","  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","  ","中","  ","100","0"
"766","0","99",NA,"  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","  ","中高","  ","100","2"
"767","0","99",NA,"  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","  ","中高","  ","100","3"
"768","0","99",NA,"  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","  ","  ","  ","100","3"
"769","0","558",NA,"  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","  ","  ","  ","100","26"
"770","12","389","0.14","  ","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","西拉/设拉子(Syrah/Shiraz),歌海娜(Grenache/Granacha)","中","督舍杜赛斯AOC","100","2"
"771","0","996",NA,"  ","澳大利亚(Australia) 南澳(South Australia)","赤霞珠(Cabernet Sauvignon),西拉/设拉子(Syrah/Shiraz)","中高","  ","100","0"
"772","1","126","0.07","0000","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","麝香(Muscat/Moscato)","中","普通餐酒","90","7"
"773","0","259","5","  ","意大利(Italy) 皮埃蒙特(Piemonte)","莫斯卡托","中低","DOCG","100","17"
"774","0","759","5","  ","意大利(Italy) 皮埃蒙特(Piemonte)","莫斯卡托","中低","DOCG","100","15"
"775","0","1114","0.11","  ","德国(Germany) 莱茵高(Rheingau)","100%雷司令(Riesling)","中低","Kabinett","90","4"
"776","0","239",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"777","1","49",NA,"  ","德国(Germany) 莱茵黑森(Rheinhessen)","希尔瓦那(Sylvaner),米勒图高(Muller-Thurgau),雷司令(Riesling)","中低","  ","100","0"
"778","6","128","12.5","  ","法国(France) 波尔多(Bordeaux)","50%赤霞珠50%梅洛","中","  ","100","3"
"779","0","78","0.095","  ","意大利(Italy) 皮埃蒙特(Piemonte)","歌蕾拉，柯蒂斯，灰皮诺","中低","  ","100","0"
"780","0","108","0.125","  ","意大利(Italy) 托斯卡纳(Tuscany)","85%桑娇维塞，10%内比奥罗。5%赤霞珠","中高","  ","90","3"
"781","0","78","0.08","  ","意大利(Italy) 皮埃蒙特(Piemonte)","萨拉米诺，安塞罗塔，马兰妮，米丝蒂","中低","  ","100","0"
"782","0","588",NA,"  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","  ","中高","  ","100","0"
"783","3","89","7","0000","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","莫斯卡托Moscato","中高","西班牙优质酒庄","90","2"
"784","43","399","0.12","  ","法国(France) 其他","梅洛赤霞珠","中","  ","100","8"
"785","1","86","13.5","0000","澳大利亚(Australia) 新南威尔士(New South Wales)","100%西拉/设拉子（Syrah/Shiraz）","中高","澳大利亚优质酒庄","100","0"
"786","1","86","13.5","0000","澳大利亚(Australia) 新南威尔士(New South Wales)","100%梅洛(Merlot)","中高","澳大利亚优质酒庄","100","0"
"787","0","69","13.5","  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","60%西拉/设拉子（Syrah/Shiraz）、40%赤霞珠(Cabernet Sauvignon)","中高","澳洲优质酒庄","80","1"
"788","0","69","13.5","  ","澳大利亚(Australia) 南澳(South Australia)","美乐(Merlot)","中高","澳大利亚优质酒庄","100","0"
"789","0","69","13.5","  ","澳大利亚(Australia) 南澳(South Australia)","赤霞珠(Cabernet Sauvignon)","中高","澳大利亚优质酒庄","100","0"
"790","0","69",NA,"2014","澳大利亚(Australia) 南澳(South Australia)","  ","中高","  ","80","1"
"791","0","129","13.7","2012","澳大利亚(Australia) 南澳(South Australia)","赤霞珠(Cabernet Sauvignon)","中","澳大利亚优质酒庄","100","0"
"792","1","136","13","  ","澳大利亚(Australia) 南澳(South Australia)","100%霞多丽","中低","澳大利亚优质酒庄","100","0"
"793","0","169",NA,"  ","澳大利亚(Australia) 南澳(South Australia)","60%西拉/设拉子（Syrah/Shiraz）、40%赤霞珠(Cabernet Sauvignon)","  ","  ","100","3"
"794","0","414","13.5","0000","法国(France) 波尔多(Bordeaux)","40%梅洛(Merlot)25%品丽珠(Cabernet Franc)35%赤霞珠(Cabernet Sauvignon)","  ","波尔多法定产区A.O.C(Bordeaux A.O.C)","100","0"
"795","0","199",NA,"  ","德国(Germany) 莱茵黑森(Rheinhessen)","希尔瓦那(Sylvaner),米勒图高(Muller-Thurgau),雷司令(Riesling)","中低","  ","100","1"
"796","0","199","0.135","  ","澳大利亚(Australia) 其他","赤霞珠(Cabernet Sauvignon)","中高","  ","90","2"
"797","1","139","0.12","  ","西班牙(Spain) 其他","  ","中","  ","100","0"
"798","1","159","0.125","  ","智利(Chile) 中央山谷(Central Valley)","  ","中","  ","100","3"
"799","0","199",NA,"  ","法国(France) 其他","赤霞珠(Cabernet Sauvignon)","中","V.C.E","80","5"
"800","0","300","13","  ","法国(France) 波尔多(Bordeaux)","赤霞珠梅洛","中","  ","100","0"
"801","0","49","0.12","  ","法国(France) 其他","  ","中","VCE","100","0"
"802","82","39",NA,"  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","阿依伦(AIREN)","中","  ","80","1"
"803","46","39",NA,"  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","麝香(Muscat/Moscato)","中","  ","90","2"
"804","1","199","13.5","  ","澳大利亚(Australia) 其他","赤霞珠(Cabernet Sauvignon)","中高","  ","90","10"
"805","0","629",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(cabernet sauvignon)，美乐(merlot)","  ","1855梅多克列级2级庄","80","1"
"806","0","588","12.5","  ","法国(France) 波尔多(Bordeaux)","赤霞珠，梅乐，品丽珠","  ","  ","100","1"
"807","1","59","0.13","  ","智利(Chile) 中央山谷(Central Valley)","美乐(Merlot)","中","  ","20","1"
"808","16","69",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠、梅洛","中","AOP","100","0"
"809","18","169",NA,"  ","德国(Germany) 大产区","  ","中","  ","100","0"
"810",NA,NA,"14.5","  ","澳大利亚(Australia) 南澳(South Australia)","赤霞珠(Cabernet Sauvignon),西拉/设拉子(Syrah/Shiraz)","中高","  ",NA,NA
"811","1","128",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","梅多克法定地区AOC","100","0"
"812","0","188","0.125","  ","法国(France) 勃艮第(Burgundy)","黑皮诺","中","  ","100","0"
"813","0","229","0.125","  ","法国(France) 勃艮第(Burgundy)","阿里高特","中","  ","100","0"
"814","0","298","8.5","0000","德国(Germany) 莫塞(Mosel)","100%雷司令(Riesling)","中","莫塞法定产区 Pradikatswein - Spatlese","100","0"
"815","1","168","0.045","  ","其他 其他","马尔维萨/马尔瓦西(Malvasia)","轻","VDLT","90","10"
"816","0","178","12.5","  ","新西兰(New Zealand) 马尔堡(Marlborough)","长相思","中","  ","100","0"
"817","1","78",NA,"  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","阿依伦(AIREN)","中","  ","100","0"
"818","0","228","0.13","  ","美国(USA) 加州(California)","小西拉、小维多","中","  ","100","1"
"819","0","248","13","  ","美国(USA) 俄勒冈(Oregon)","黑皮诺","中","  ","100","0"
"820","0","389","12.5","2011","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","25%佳丽酿(Carignan)、30%歌海娜(Grenache)、25%慕合怀特(Mourvedre)、20%希拉（Syrah）,可贝尔AOC,0.0","中","可贝尔AOC","100","0"
"821","0","158","0.195","  ","葡萄牙(Portugal) 杜罗(Douro)","弗兰克多瑞加(Touriga Franca),罗丽红(Tinta Roriz),廷塔阿玛瑞拉(Tinta Amarela)","重","  ","100","0"
"822","0","159",NA,"  ","其他 其他","  ","  ","  ","100","0"
"823",NA,NA,"0.045","纸质","阿根廷(Argentina) 拉里奥哈(La Rioja)","马尔维萨/马尔瓦西(Malvasia)","轻","  ",NA,NA
"824","0","326","14","  ","西班牙(Spain) 加泰罗尼亚(Catalonia)","60%歌海娜(Grenache/Granacha),25%佳丽酿(Carignan),15%西拉/设拉子(Syrah/Shiraz)","重","优质原产地葡萄酒D.O","100","0"
"825","0","739",NA,"  ","智利(Chile) 中央山谷(Central Valley)","佳美娜(Carmenere)、赤霞珠(Cabernet Sauvignon)、梅洛(Merlot)","重","  ","100","0"
"826","0","249","0.13","  ","智利(Chile) 中央山谷(Central Valley)","美乐(Merlot)","中","  ","100","3"
"827","2","169","13.5","  ","智利(Chile) 中央山谷(Central Valley)","100%黑皮诺(pinot noir)","中低","  ","100","0"
"828","4","59",NA,"  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","丹魄、歌海娜","中","  ","100","0"
"829","0","72","13.5","  ","西班牙(Spain) 其他","赤霞珠 坦普尼拉","中高","  ","100","0"
"830","41","32",NA,"  ","西班牙(Spain) 埃斯特雷马杜拉(Extremadura)","莫斯卡托","中","无","100","1"
"831","0","114","13","不锈钢","中国","100%长相思(Sauvignon Blanc)","中低","新西兰优质酒庄","100","0"
"832","0","68",NA,"  ","智利(Chile) 中央山谷(Central Valley)","西拉","中","珍藏级","100","0"
"833","0","50",NA,"  ","智利(Chile) 中央山谷(Central Valley)","  ","  ","  ","100","0"
"834","1","50",NA,"  ","智利(Chile) 中央山谷(Central Valley)","  ","中","  ","100","0"
"835","2","158","13.5","  ","西班牙(Spain) 索蒙塔诺(Somontano)","霞多丽、雷司令、白歌海娜","中高","  ","100","0"
"836","0","138",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","五级庄副牌","100","0"
"837","123","258",NA,"  ","意大利(Italy) 其他","桑娇维塞（Sangiovese）蒙特比齐亚诺（Montepulciano)","轻","  ","100","0"
"838","80","199",NA,"  ","意大利(Italy) 西西里岛(Sicilia)","黑珍珠（Nero d'Avola）60% 梅洛（Merlot）30%西拉（Syrah）10%","中","IGT","100","0"
"839","24","268",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon),梅乐(Merlot),马尔贝克(Malbec)","中","法国优质酒庄","100","0"
"840","12","159","0.125","  ","法国(France) 罗纳河谷(Rhone Valley)","歌海纳(Grenache),西拉(Syrah)","中","法国优质酒庄","100","0"
"841","0","118","13.5","0000","智利(Chile) 中央山谷(Central Valley)","70%梅洛(Merlot)、30%赤霞珠(Cabernet Sauvignon) ","中高","智利优质酒庄","100","0"
"842","0","138","12.5","0000","法国(France) 波尔多(Bordeaux)","赤霞珠、梅洛","中高","优级波尔多","80","2"
"843","0","125","12.5","0000","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","60%歌海娜(Grenache)30%佳丽酿(Carignan)10%慕合怀特(Mourvedre)","中高","科比埃AOC Corbières","100","0"
"844","0","158","13.5","0000","智利(Chile) 中央山谷(Central Valley)","70%梅洛(Merlot)、30%赤霞珠(Cabernet Sauvignon) ","中高","智利优质酒庄","100","0"
"845",NA,NA,NA,"  ","意大利(Italy) 艾米利亚·罗马涅(Emillia Romagna)","麝香(Muscat/Moscato),巴贝拉(Baberra),马尔瓦西(Malvasia)","轻","VDLT",NA,NA
"846","0","269",NA,"  ","法国(France) 波尔多(Bordeaux)","Cabernet Sauvignon/Merlot/Cabernet Franc/Petit Verdot","中","波尔多特级酒庄联合会成员","100","0"
"847","0","338",NA,"  ","法国(France) 波尔多(Bordeaux)","70％梅洛和30％赤霞珠","中","四级庄","100","0"
"848","1","319",NA,"  ","法国(France) 波尔多(Bordeaux)","55% 梅乐, 38% 赤霞珠, 7%小味铎","中","波尔多特级酒庄联合会（Union Des Grands Crus De Bordeaux）的成员","100","0"
"849","0","329",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","二级庄副牌","100","0"
"850","0","799",NA,"  ","法国(France) 波尔多(Bordeaux)","63％赤霞珠，33％美乐，3％小维多和1％品丽珠","中高","二级庄","100","0"
"851","0","499",NA,"  ","法国(France) 波尔多(Bordeaux)","53％赤霞珠和47％美乐","  ","波尔多名庄联盟成员","100","0"
"852","4","279",NA,"  ","法国(France) 波尔多(Bordeaux)"," 95% 梅乐、5% 品丽珠","中","圣爱美隆列级酒庄","100","0"
"853","0","177","13.5","0000","智利(Chile) 中央山谷(Central Valley)","100%长相思(Sauvignon Blanc)","中","智利优质酒庄","100","0"
"854","0","299",NA,"  ","法国(France) 波尔多(Bordeaux)","64%梅乐，36赤霞珠","中","四级庄副牌，拉菲旗下","80","1"
"855","0","239","12.5","  ","法国(France) 波尔多(Bordeaux)","50%赤霞珠50%梅洛","中","  ","100","0"
"856","2","352","9.5","0000","意大利(Italy) 艾米利亚·罗马涅(Emillia Romagna)","朗布罗斯科格斯帕罗萨(Lambrusco Grasparossa),朗布罗斯科萨拉米诺(Lambrusco Salamino),朗布罗斯科索巴拉(Lambrusco Sorbara)","轻","DOC","100","1"
"857","48","49",NA,"  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","丹魄","中低","D.O","100","0"
"858","40","49",NA,"  ","德国(Germany) 莱茵黑森(Rheinhessen)","雷司令，西万尼，米勒图高","中低","  ","60","1"
"859","3","39",NA,"  ","西班牙(Spain) 其他","100%丹魄（Tempranillo)","中高","  ","90","2"
"860","0","299",NA,"  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","丹魄","中低","D.O","100","0"
"861","0","1350",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠 (Cabernet Sauvignon),美乐(Merlot),小维多(Petit Verdot)","重","超级二庄","100","0"
"862",NA,NA,NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中","二级庄副牌",NA,NA
"863","0","699",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、梅洛(Merlot)、品丽珠(Cabernet Franc)、小维铎(Petit Verdot)","中","二级庄","100","0"
"864","0","59",NA,"  ","南非(South Africa) 西开普产地(Western Cape)","长相思","中低","  ","100","0"
"865","0","58",NA,"  ","南非(South Africa) 西开普产地(Western Cape)","  ","中","  ","100","0"
"866","0","59","13.5","  ","南非(South Africa) 西开普产地(Western Cape)","100%长相思(Sauvignon Blanc)","中低","  ","100","0"
"867","0","59","14","  ","南非(South Africa) 西开普产地(Western Cape)","100%品乐(Pinotage)","重","  ","100","0"
"868","0","49","13","  ","南非(South Africa) 西开普产地(Western Cape)","100%赤霞珠(Cabernet Sauvignon)","重","南非优质酒庄","100","0"
"869","0","59","14","  ","南非(South Africa) 西开普产地(Western Cape)","100%美乐(Merlot)","中高","  ","100","0"
"870","0","59","14","  ","南非(South Africa) 西开普产地(Western Cape)","100%西拉Shiraz","中高","  ","100","0"
"871","0","59","14.5","  ","南非(South Africa) 西开普产地(Western Cape)","100%霞多丽Chardonnay","中低","  ","100","0"
"872","0","298","13","  ","南非(South Africa) 西开普产地(Western Cape)","100%赤霞珠(Cabernet Sauvignon)","重","南非优质酒庄","100","0"
"873","0","178","13.5","  ","新西兰(New Zealand) 马尔堡(Marlborough)","黑皮诺","中","  ","100","0"
"874","1","148","13","  ","新西兰(New Zealand) 马尔堡(Marlborough)","灰皮诺","中","  ","100","0"
"875","0","118","9","  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","戈多、琼瑶浆、白芳蒂娜","中","  ","100","0"
"876","0","138","12.5","  ","意大利(Italy) 弗留利-威尼斯朱利亚(Friuli-Venezia Giulia)","灰比诺","中","  ","100","0"
"877","0","115","11","  ","德国(Germany) 莫塞(Mosel)","  ","  ","  ","100","0"
"878","0","458","14","  ","法国(France) 波尔多(Bordeaux)","40%赤霞珠(Cabernet Sauvignon)、52%梅洛（Merlot)、5%品丽珠(Cabernet Franc)、3%小维多(Petit Verdot)","中高","波尔多梅多克1855分级列级酒庄之4级列庄(4st GCC en 1855)","100","0"
"879","0","398",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中","五级庄副牌","100","0"
"880","0","158","0.13","  ","法国(France) 薄若莱(Beaujolais)","佳美","轻","  ","100","0"
"881","0","548","13.5","  ","法国(France) 波尔多(Bordeaux)","Cabernet Sauvignon/Merlot/Petit Verdot","中","  ","100","0"
"882","10","259",NA,"  ","法国(France) 波尔多(Bordeaux)","80% Cabernet Sauvignon and 20% Merlot","中","超二级庄爱士图出品","100","0"
"883","0","349",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠、梅洛","中","AOP","100","0"
"884","0","118","12.5","0000","智利(Chile) 中央山谷(Central Valley)","85%卡本妮苏维翁(Cabernet Sauvignon)15%梅洛(Merlot)","中","  ","100","0"
"885","0","119",NA,"  ","西班牙(Spain) 其他","100%丹魄（Tempranillo)","中高","  ","100","0"
"886","2","298","13.5","  ","法国(France) 波尔多(Bordeaux)","55%梅乐，40%赤霞珠，5%品丽珠","中","中级庄","100","0"
"887","0","828","13","  ","法国(France) 波尔多(Bordeaux)","赤霞珠 (Cabernet Sauvignon),美乐(Merlot),小维多(Petit Verdot)","中高","二级庄","100","0"
"888",NA,NA,"13.5","  ","法国(France) 波尔多(Bordeaux)","89%美乐(Merlot),10%品丽珠(Cabernet Franc),1%小味多(Petit Verdot)","中","  ",NA,NA
"889","1","75","7.5","  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","100%麝香(Muscat/Moscato)","中低","  ","100","0"
"890","1","75","13","0000","智利(Chile) 中央山谷(Central Valley)","100%白苏维翁(Sauvignon Blanc)","中低","智利优质酒庄","100","0"
"891","12","169","13.5","  ","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","西拉","中","  ","100","0"
"892","0","419","14","2010","法国(France) 波尔多(Bordeaux)","75%梅洛(Merlot)、20%赤霞珠(Cabernet Sauvignon)、5%品丽珠(Carbernet Franc)","中高","波尔多法定产区 A.O.C","100","0"
"893",NA,NA,"13.5","  ","法国(France) 波尔多(Bordeaux)","89%美乐(Merlot),10%品丽珠(Cabernet Franc),1%小味多(Petit Verdot)","中","  ",NA,NA
"894",NA,NA,"13.5","  ","法国(France) 波尔多(Bordeaux)","89%美乐(Merlot),10%品丽珠(Cabernet Franc),1%小味多(Petit Verdot)","中","  ",NA,NA
"895","12","258",NA,"  ","意大利(Italy) 普利亚(Puglia)","桑娇维塞","中","IGP","100","0"
"896","1","258",NA,"  ","西班牙(Spain) 其他","  ","中","  ","100","0"
"897","1","129",NA,"  ","德国(Germany) 莫塞(Mosel)","雷司令，米勒图高","中","  ","100","0"
"898","0","298","14","  ","南非(South Africa) 西开普产地(Western Cape)","100%西拉Shiraz","中高","南非优质酒庄","100","0"
"899","0","189","12.5","0000","法国(France) 波尔多(Bordeaux)","60%美乐(Merlot),40%赤霞珠(Cabernet Sauvignon)","中高","AOC","100","0"
"900","0","119",NA,"0000","法国(France) 波尔多(Bordeaux)","40%赤霞珠(Cabernet Sauvignon)、60%梅洛(merlot)","中","波尔多法定产区 A.O.C","100","0"
"901","0","178",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"902","0","268",NA,"  ","法国(France) 西南产区(Sud-Ouest)","赤霞珠、梅洛","中","VDF","100","0"
"903","0","219","12","0000","法国(France) 朗格多克鲁西荣(Languedoc Roussillon)","梅洛(Merlot)赤霞珠(Cabernet Sauvignon)","中","欧盟餐酒(VDCE)","100","0"
"904","0","238","13","仿皮","中国","赤霞珠（Cabernet Sauvignon）、梅洛（Merlot）、味而多（Petit Verdot）、品丽珠（Cabernet Franc）","中高","中级酒庄Cru Bourgeois","100","0"
"905","0","469","13","松木","中国","赤霞珠（Cabernet Sauvignon）、梅洛（Merlot）、味而多（Petit Verdot）、品丽珠（Cabernet Franc）","中高","中级酒庄Cru Bourgeois","100","0"
"906","1","399","12","  ","法国(France) 香槟(Champagne)","  ","轻","香槟法定地区AOC","100","0"
"907",NA,NA,NA,"  ","西班牙(Spain) 瓦伦西亚(Valencia)","丹魄（Tempranillo）","中低","D.O",NA,NA
"908","0","238","13.5","  ","法国(France) 罗纳河谷(Rhone Valley)","赤霞珠","中","  ","100","0"
"909","3","128",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中","上梅多克中级庄","100","0"
"910","3","68",NA,"  ","西班牙(Spain) 其他","莫斯卡托","中低","  ","100","0"
"911","2","68",NA,"  ","西班牙(Spain) 其他","马卡贝奥","轻","  ","100","0"
"912","3","68",NA,"  ","西班牙(Spain) 其他","穆纳斯特雷（MONASTRELL）","中低","  ","100","0"
"913","3","68",NA,"  ","西班牙(Spain) 其他","穆纳斯特雷（MONASTRELL）","中低","  ","100","0"
"914","0","579","0.13","  ","法国(France) 波尔多(Bordeaux)","赤霞珠 (Cabernet Sauvignon),美乐(Merlot),小维多(Petit Verdot)","中高","三级庄副牌","100","0"
"915","0","299","0.13","  ","法国(France) 波尔多(Bordeaux)","47% Cabernet Sauvignon, 43% Merlot, 7% Cabernet Franc and 3% Petit Verdot.","中","  ","100","0"
"916",NA,NA,NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、梅洛(Merlot)、品丽珠（Cabernet Sauvignon)、小维多（Petit Verdot)","中高","五级名庄5th Growth of 1855 GCC",NA,NA
"917","0","539",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠，梅乐","中","1855梅多克评级列级酒庄第三级","100","0"
"918","0","119",NA,"玻璃","西班牙(Spain) 其他","马卡贝奥","轻","  ","100","0"
"919","1","119",NA,"玻璃","西班牙(Spain) 其他","穆纳斯特雷（MONASTRELL）","中低","  ","100","0"
"920","1","149",NA,"玻璃","西班牙(Spain) 其他","马卡贝奥","轻","  ","100","0"
"921","0","388",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","三级庄正牌","100","0"
"922","1","199",NA,"玻璃","西班牙(Spain) 其他","穆纳斯特雷（MONASTRELL）","中低","  ","100","0"
"923","18","158",NA,"  ","意大利(Italy) 托斯卡纳(Tuscany)","  ","中","意大利优质酒庄","100","0"
"924","2","89",NA,"  ","新西兰(New Zealand) 吉斯伯恩(Gisborne)","梅洛（MERLOT）","中","  ","100","0"
"925","7","68",NA,"  ","意大利(Italy) 艾米利亚·罗马涅(Emillia Romagna)","朗布鲁斯","轻","IGP","100","0"
"926","3","68",NA,"  ","意大利(Italy) 艾米利亚·罗马涅(Emillia Romagna)","朗布鲁斯","轻","IGP","100","0"
"927","2","68",NA,"  ","意大利(Italy) 艾米利亚·罗马涅(Emillia Romagna)","朗布鲁斯","轻","IGP","100","0"
"928","0","128",NA,"  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","西拉、赤霞珠","中","  ","100","0"
"929","1","98","0.05","  ","意大利(Italy) 皮埃蒙特(Piemonte)","莫斯卡托、玛尔维萨","中","  ","100","0"
"930","39","42",NA,"  ","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","丹魄（Tempranillo）","中低","  ","100","0"
